CODINST;NOMBREINSTITUCION;CODIGOMUNICIPIO;NOMBREMUNICIPIO;DEPARTAMENTO;CALENDARIO;NATURALEZA;JORNADA;EVALUADOS;PROMLECTURACRITICA;PROMMATEMATICA;PROMSOCIALESYCIUDADANAS;PROMCIENCIASNATURALES;PROMINGLES;DESVLECTURACRITICA;DESVMATEMATICA;DESVSOCIALESYCIUDADANAS;DESVCIENCIASNATURALES;DESVINGLES;PERIODO
179648;I. E. JHON F. KENNEDY;5858;VEGACHI;ANTIOQUIA;A;OFICIAL;NOCTURNA;45;42,91;38,51;40,97;40,42;40,33;7,05;6,84;7,25;6,35;7,31;20162
179655;COLEGIO FUNDACI�N NUEVA GRANADA - SEDE PRINCIPAL;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;COMPLETA;28;55,57;55,39;55,25;55,07;60,75;7,96;8,55;9,45;8,49;11,05;20162
179697;INSTITUCION EDUCATIVA SAN LUCAS;13688;SANTA ROSA DEL SUR;BOLIVAR;A;OFICIAL;MANANA;6;52,5;55,5;47,5;54,66;48,83;4,37;5,85;5,5;5,81;8,72;20162
179705;LIC MARIA NELL;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;COMPLETA;14;58,78;57,21;56,07;56,07;59,71;5,08;6,3;5,71;5,32;5,09;20162
179796;UNIDAD EDUCATIVA SEIS DE ABRIL;50001;VILLAVICENCIO;META;A;OFICIAL;MANANA;28;51,85;49,1;48,07;52,14;48,21;8,82;9,13;9,24;6,42;8,77;20162
179846;INSTITUCION EDUCATIVA TECNICA INDUSTRIAL JOSE CASTILLO BOLIVAR;8758;SOLEDAD;ATLANTICO;A;OFICIAL;MANANA;65;45,92;40,76;42,73;46,76;44,87;8,55;10,13;9,1;7,03;7,73;20162
179853;INST CULTURAL BILINGUE NUEVO MILENIO;25740;SIBATE;CUNDINAMARCA;A;NO OFICIAL;MANANA;3;55,66;58,33;56,66;54,33;57,33;2,51;3,05;2,51;2,08;1,52;20162
179895;INSTITUTO POLITECNICO INDUSTRIAL DE TELECOMUNICACIONES - SEDE PRINCIPAL;85001;YOPAL;CASANARE;A;NO OFICIAL;MANANA;25;51,52;49,2;47,6;51;50,56;8,3;8,58;9,2;6,67;8,78;20162
179994;BOQUIA;63690;SALENTO;QUINDIO;A;OFICIAL;MANANA;9;51,66;52,33;49,44;53,33;54,88;6,89;8,21;8,58;7,1;5,64;20162
180026;IE SAGRADO CORAZON JESUS - SEDE PRINCIPAL;27006;ACANDI;CHOCO;A;OFICIAL;MANANA;17;44,58;37,64;41,17;41,17;39,17;5,44;5,15;6,8;6,57;5,98;20162
180109;I.E. CAPACITACIONES INTELCOC - SEDE PRINCIPAL;54518;PAMPLONA;NORTE SANTANDER;A;NO OFICIAL;MANANA;25;53,4;46,72;52,44;50,56;51,28;9,36;10,13;11,05;8,25;8,53;20162
180117;I.E. CAPACITACIONES INTELCOC - SEDE PRINCIPAL;54518;PAMPLONA;NORTE SANTANDER;A;NO OFICIAL;FIN DE SEMANA;25;48,36;44,8;46,8;48,4;46,08;9,24;8,92;10,07;6,86;7,07;20162
180265;COLEGIO COMFAMILIAR LOS LAGOS - SEDE PRINCIPAL;41524;PALERMO;HUILA;A;NO OFICIAL;COMPLETA;49;62,61;63,08;61;61,32;64,79;7,09;7,82;7,61;6,2;9,75;20162
180372;COL LEONARDO DA VINCI;15690;SANTA MARIA;BOYACA;A;NO OFICIAL;COMPLETA;2;60;66;60,5;60;68;7,07;1,41;3,53;2,82;7,07;20162
180398;COLEGIO FRANCISCO I;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;MANANA;22;53,86;53;52,36;55,72;54,77;8,41;9,7;9,86;7,69;8,75;20162
180406;INSTITUCION EDUCATIVA ROGELIO RODRIGUEZ SEVERICHE;70001;SINCELEJO;SUCRE;A;OFICIAL;TARDE;17;48,64;44,76;45,94;51,17;48,47;6,6;7,4;8,07;6,45;6,17;20162
180471;INST EDUC SAN PABLO;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MANANA;26;55,26;51,11;52,92;53;50,76;8,62;8,16;8,8;9,19;9,79;20162
180513;INSTITUTO REINO UNIDO - SEDE PRINCIPAL;54001;CUCUTA;NORTE SANTANDER;A;NO OFICIAL;FIN DE SEMANA;54;46,38;44,61;44;48,51;46,14;8,85;10;8,7;7,3;8,21;20162
180521;INSTITUTO REINO UNIDO - SEDE PRINCIPAL;54001;CUCUTA;NORTE SANTANDER;A;NO OFICIAL;NOCTURNA;74;45,74;42,14;43,29;45,52;44,39;8,29;9,61;8,66;8,29;8,04;20162
180539;I. E. R. LA INMACULADA CAUCHERAS;5480;MUTATA;ANTIOQUIA;A;OFICIAL;FIN DE SEMANA;20;43,3;35,3;37,6;41,5;39,85;7,13;8,48;5,42;7,68;6,6;20162
180604;INSTITUTO COLOMBO VENEZOLANO;68655;SABANA DE TORRES;SANTANDER;A;NO OFICIAL;FIN DE SEMANA;19;46,05;44,63;43,47;46;46,1;8,01;8,9;8,28;7,22;7,8;20162
180612;CENT EDUC RUR LOS GUAYABALES;54520;PAMPLONITA;NORTE SANTANDER;A;OFICIAL;COMPLETA;12;48,66;50,33;45,08;52,75;51,75;6,73;13,28;10,35;7,02;9,71;20162
180620;INST.  COLOMBO VENEZOLANO;68547;PIEDECUESTA;SANTANDER;A;NO OFICIAL;FIN DE SEMANA;51;47,43;45,29;43,54;47,5;43,9;9,25;10,65;8,16;8,55;8,59;20162
180638;INST EDUC BARRIO SANTA CRUZ;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MANANA;49;51,57;47,34;48,26;49,06;47,1;8,45;10,37;10,26;8,56;10,86;20162
180646;CECOVE - SEDE PRINCIPAL;68081;BARRANCABERMEJA;SANTANDER;A;NO OFICIAL;FIN DE SEMANA;47;49,36;46,61;46,57;48,55;48,48;8,36;9,44;8,76;8,69;8;20162
180661;INST EDUC DIST LEONARDO POSADA PEDRAZA - SEDE PRINCIPAL;11001;BOGOT� D.C.;BOGOTA;A;OFICIAL;TARDE;128;54,03;51,6;53,38;54,75;53,62;8,42;8,7;8,38;7,13;8,36;20162
180679;INSTITUCION EDUCATIVA FRANCELENA NAVA CORREA - SEDE PRINCIPAL;54001;CUCUTA;NORTE SANTANDER;A;NO OFICIAL;MANANA;20;53,2;51,4;47,85;53;52,7;9,49;6,45;9,49;7,09;7,25;20162
180729;ALEJANDRO CABAL POMBO;76001;CALI;VALLE;A;OFICIAL;FIN DE SEMANA;30;43,26;34,63;39,93;40,33;42,03;8,33;8,13;9,26;8;6,88;20162
180737;ESCUELA RURAL MIXTA LOS ROBLES;19392;LA SIERRA;CAUCA;A;OFICIAL;MANANA;5;45,8;43,4;45,8;47,8;45;8,92;10,57;8,89;7,88;9,4;20162
180745;INST LABERINTO DE LA CULTURA;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;COMPLETA;6;58,33;58,33;55,66;56,66;50,5;10,05;9,79;9,66;6,59;13,36;20162
180794;COLEGIO MILITAR INOCENCIO CHINCA ESPINAL - SEDE PRINCIPAL;73268;ESPINAL;TOLIMA;A;NO OFICIAL;COMPLETA;9;54,11;51,88;51,77;56,11;59,44;8,7;6,84;6,55;7,37;9,04;20162
180828;GIMNASIO PEDAGOGICO EL SABIO CALDAS - SEDE PRINCIPAL;85001;YOPAL;CASANARE;A;NO OFICIAL;FIN DE SEMANA;37;47,83;43,35;46,94;47,75;47,51;7,21;8,03;8,34;6,79;9,22;20162
180893;COL SAN RAFAEL;13244;EL CARMEN DE BOLIVAR;BOLIVAR;A;NO OFICIAL;MANANA;27;53,85;51,22;53,03;53,55;51,29;8,14;8,13;8,42;6,35;9,49;20162
180935;LICEO LEONARDO DA VINCI - SEDE PRINCIPAL;25754;SOACHA;CUNDINAMARCA;A;NO OFICIAL;COMPLETA;16;57,62;59,37;56,56;60,12;61,56;6,06;7,84;7,69;5,34;9,29;20162
180943;CENTRO EDUCATIVO RURAL ANATOLI;25386;LA MESA;CUNDINAMARCA;A;OFICIAL;MANANA;10;54,9;55,7;53,8;55,5;50,8;9,19;11,2;8,52;7,76;8,32;20162
180950;CENTRO EDUCATIVO RURAL ANATOLI;25386;LA MESA;CUNDINAMARCA;A;OFICIAL;FIN DE SEMANA;15;48,53;45,73;44,73;48,33;41,13;7,29;7,57;7,81;7,29;7,06;20162
180976;INSTITUCION EDUCATIVA EL PORVENIR;68773;SUCRE;SANTANDER;A;OFICIAL;COMPLETA;5;47,4;47,6;44,6;50,8;42,6;5,41;8,73;5,5;5,54;6,3;20162
180992;INSTITUCION EDUCATIVA BUENOS AIRES LAS PAVAS;23090;CANALETE;CORDOBA;A;OFICIAL;MANANA;12;48,16;42,58;47,66;49;42,83;4,85;8;6,49;6,16;6,01;20162
181008;COLEGIO LA ESMERALDA;5250;EL BAGRE;ANTIOQUIA;A;OFICIAL;NOCTURNA;15;45,06;38,8;41,06;41,46;42,86;6,29;5,54;5,83;8,39;5,51;20162
181065;I.E. PAULINA (C.E. PAULINA);5088;BELLO;ANTIOQUIA;A;NO OFICIAL;MANANA;5;51;47;43,6;47;51;8,27;11,13;10,89;15,44;7,17;20162
182063;INST. EDUC. DPTAL DE TUCURINCA;47980;ZONA BANANERA;MAGDALENA;A;OFICIAL;NOCTURNA;10;40,2;33;34,6;38,4;37,9;4,68;4,76;7,83;4,45;5,52;20162
182071;I.E. VALENTIN MANJARREZ;20250;EL PASO;CESAR;A;OFICIAL;MANANA;32;49,25;46,21;45,06;50,81;46,34;8;7,57;8,33;5,41;7,38;20162
182089;INSTITUTO T�CNICO COMERCIAL JUAN PABLO II;76520;PALMIRA;VALLE;A;NO OFICIAL;MANANA;18;54,33;51,5;51,88;54,83;53,27;8,16;8,86;10;9,57;10,45;20162
182097;FILO DE PLATANARES;41298;GARZON;HUILA;A;OFICIAL;COMPLETA;7;48;45,57;44,71;48,42;50,57;6,55;8,92;8,24;6,6;8,48;20162
182162;INSTITUCION EDUCATIVA DISTRITAL NICOLAS BUENAVENTURA;47001;SANTA MARTA;MAGDALENA;A;OFICIAL;NOCTURNA;24;42,87;40,25;39,62;42,95;42,95;6,11;8,39;8,75;6,86;7,76;20162
182188;INSTITUCION EDUCATIVA LA QUIEBRA - SEDE PRINCIPAL;17444;MARQUETALIA;CALDAS;A;OFICIAL;COMPLETA;6;47,66;44,16;47,16;49,33;44,5;10,51;11,12;8,97;5,24;7,34;20162
182204;COLEGIO CHAMPAGNAT PINARES DE ORIENTE - SEDE PRINCIPAL;50001;VILLAVICENCIO;META;A;NO OFICIAL;COMPLETA;76;52,13;50,56;50,47;52,75;55,59;7,29;9,74;7,69;6,9;9,7;20162
182246;I E CLUB UNION;68001;BUCARAMANGA;SANTANDER;A;OFICIAL;NOCTURNA;1;57;55;56;55;46;0;0;0;0;0;20162
182253;SANTA MARIA (sede principal);19809;TIMBIQUI;CAUCA;A;OFICIAL;MANANA;23;38,08;32,26;36,13;37,52;41,3;5,35;4,44;5,09;6,01;5,43;20162
182287;COLEGIO DEL SAGRADO CORAZON DE JES�S Y MAR�A SANTISIMA - SEDE PRINCIPAL;25386;LA MESA;CUNDINAMARCA;A;NO OFICIAL;COMPLETA;4;51;50,75;53;52,75;53,5;9,89;5,43;7,16;7,88;8,02;20162
182295;MORROCOY;23686;SAN PELAYO;CORDOBA;A;OFICIAL;MANANA;23;42,82;40,26;39,86;43,82;42;6,77;8,99;6,85;9,87;9,1;20162
182311;I. E. R. JOSE MARIA OBANDO;5282;FREDONIA;ANTIOQUIA;A;OFICIAL;COMPLETA;14;57,28;52,21;54,57;51,28;47,42;5,91;7,49;5,27;5,7;7,66;20162
182337;LA PLANTA;41319;GUADALUPE;HUILA;A;OFICIAL;FIN DE SEMANA;21;45,9;41,9;43,42;45,95;40,8;5,48;8,63;7,46;8,05;8,29;20162
182345;INSTITUCION EDUCATIVA MERIZALDE PORVENIR;52490;OLAYA HERRERA;NARI�O;A;OFICIAL;MANANA;8;38;31,62;32,87;37,5;40,62;4,62;3,85;4,91;3,5;6,88;20162
182402;COLEGIO BICENTENARIO (OPERADO POR U. PAMPLONA) - SEDE PRINCIPAL;54001;CUCUTA;NORTE SANTANDER;A;NO OFICIAL;MANANA;64;52;51,23;48,34;51,64;49,93;8,48;8,68;8,25;6,98;8,11;20162
182410;COLEGIO SANTA TERESITA;15572;PUERTO BOYACA;BOYACA;A;NO OFICIAL;MANANA;47;57,59;56,97;53,82;55,8;60,78;8,19;8,11;8,44;7,88;10,58;20162
182444;CENTRO EDUCATIVO SANTANDER;23815;TUCH�N;CORDOBA;A;OFICIAL;MANANA;29;46,41;39,89;43,55;44;41,31;6,87;7,95;7,31;7,82;6,81;20162
182469;COLEGIO SAN FELIPE NERI - SEDE PRINCIPAL;25899;ZIPAQUIRA;CUNDINAMARCA;A;NO OFICIAL;TARDE;68;47,44;45,08;45,23;47,98;46,64;8,11;8,35;8,38;7,6;10,26;20162
182477;ESC. NUEVA SANTA ROSA;23672;SAN ANTERO;CORDOBA;A;OFICIAL;MANANA;14;44,07;39,78;39,64;43,92;44,07;6,87;8,08;6,89;6,04;8,23;20162
182527;GIMN MODERNO MARIA AUXILIADORA;25290;FUSAGASUGA;CUNDINAMARCA;A;NO OFICIAL;COMPLETA;26;53,15;52,46;50,73;52,38;50,61;7,21;10,14;9,59;7,53;9,11;20162
182550;COL  COLOMBO VENEZOLANO;68001;BUCARAMANGA;SANTANDER;A;NO OFICIAL;MANANA;30;48,6;45,46;45,3;47,83;48,06;6,88;8,5;7,59;6,09;7,78;20162
182642;INSTITUCI�N EDUCATIVA VALORES UNIDOS - SEDE PRINCIPAL;13001;CARTAGENA;BOLIVAR;A;OFICIAL;MANANA;64;52,81;47,1;49,81;49,5;47,9;8,14;9,17;8,16;7,45;6,72;20162
182667;INSTITUCI�N EDUCATIVA VALORES UNIDOS - SEDE PRINCIPAL;13001;CARTAGENA;BOLIVAR;A;OFICIAL;NOCTURNA;10;43,3;39,6;41,4;44;42,4;8,48;8,38;5,01;6,69;6,7;20162
182675;E.R.M. EL LAGO - SEDE PRINCIPAL;19355;INZA;CAUCA;A;OFICIAL;MANANA;15;48,46;46,6;49,53;52,66;49,46;6,69;7,94;9,48;5,99;8,99;20162
182717;I.E. COLEGIO COMPARTIR DE MOSQUERA - SEDE PRINCIPAL;25473;MOSQUERA;CUNDINAMARCA;A;OFICIAL;COMPLETA;78;55,97;53,93;53,15;55,39;53,67;8,39;9,55;9,14;7,05;9,68;20162
182758;INSTITUCION EDUCATIVA AGROPECUARIO DEL RIO SANQUIANGA;52490;OLAYA HERRERA;NARI�O;A;OFICIAL;MANANA;14;40,85;34,35;35,35;40;41,07;5,86;4,87;6,33;5,6;4,81;20162
182782;COLEGIO INSTITUTO BOLIVARIANO DEL CAUCA - SEDE PRINCIPAL;19698;SANTANDER DE QUILICHAO;CAUCA;A;NO OFICIAL;MANANA;31;44,61;40,12;41,9;45,61;45;7,82;8,55;8,08;6,62;9,67;20162
182824;COLEGIO GORETTI;13001;CARTAGENA;BOLIVAR;A;NO OFICIAL;COMPLETA;20;55,3;51,45;54,4;54,7;60,15;7,67;9,29;8,74;8,09;12,46;20162
182840;GIMNASIO SAN FRANCISCO DE ASIS - SEDE PRINCIPAL;85010;AGUAZUL;CASANARE;A;NO OFICIAL;MANANA;15;59,66;59,8;58,73;60,66;62,66;8,12;7,73;9,6;7,57;14,56;20162
182857;I.E. DE LA PAZ - SEDE PRINCIPAL;47001;SANTA MARTA;MAGDALENA;A;NO OFICIAL;COMPLETA;67;52,46;49,19;49,46;49,82;52,13;8,18;9,31;9,74;9,18;9,7;20162
182915;INST LAS MERCEDES -COL SAN PABLO;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;TARDE;57;52,52;52,24;50,01;52,03;50,85;8,67;11,83;9,51;7,79;9,13;20162
183004;COL SAN BARTOLOME;54001;CUCUTA;NORTE SANTANDER;A;OFICIAL;MANANA;63;56,58;60,42;52,95;57,03;53,84;7,02;8,93;8,39;7,15;8,56;20162
183012;LICEO GREGORIO MENDEL;25754;SOACHA;CUNDINAMARCA;A;NO OFICIAL;COMPLETA;1;52;47;53;56;63;0;0;0;0;0;20162
183020;I.E.R. EL MARIANO;5045;APARTADO;ANTIOQUIA;A;OFICIAL;COMPLETA;8;45,75;42;44;44;46,5;9,2;6,9;9,33;7,55;8,24;20162
183038;COLEGIO JHON F. KENNEDY;17541;PENSILVANIA;CALDAS;A;OFICIAL;TARDE;20;44,9;40,7;43,05;44,55;44,3;9,01;8,95;5,93;7,25;6,77;20162
183046;CENTRO EDUCATIVO EL CRUCERO;23660;SAHAGUN;CORDOBA;A;OFICIAL;TARDE;49;53,4;50,34;51,77;53,2;49,59;8,27;11,41;8,91;7,87;6,69;20162
183053;IE PUNTA DE ARUSI - SEDE PRINCIPAL;27495;NUQUI;CHOCO;A;OFICIAL;MANANA;11;42,36;40,54;38,27;39,45;40,54;6,45;8,28;8,03;4,32;7,09;20162
183061;INSTITUCION EDUCATIVA EL CAMPANO;23570;PUEBLO NUEVO;CORDOBA;A;OFICIAL;MANANA;10;46,4;47,9;46,6;52;48,4;4,97;8,25;9,09;7,6;6,44;20162
183087;COL SAN FCO DE ASIS DE FE Y ALEGRIA;23189;CIENAGA DE ORO;CORDOBA;A;OFICIAL;FIN DE SEMANA;8;42,62;40,62;37,87;44,75;44,62;5,99;7,78;4,01;4,09;10,56;20162
183095;CE PASCUAL SANTANDER - SEDE PRINCIPAL;27495;NUQUI;CHOCO;A;OFICIAL;MANANA;4;41,25;33,25;39;39,25;44,25;11,29;7,54;7,52;7,58;4,34;20162
183145;I.E.T. DE LAS CONCHITAS - SEDE PRINCIPAL;13549;PINILLOS;BOLIVAR;A;OFICIAL;MANANA;13;43,61;41,69;42,38;47,23;37;8,1;9,29;10,12;8,4;4,61;20162
183152;FUNDACI�N HUMANISTA ERASMO DE ROTTERDAM - SEDE PRINCIPAL;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;NOCTURNA;22;48,81;46,31;47,04;48,13;47,77;8,16;7,91;8,1;6,46;10,27;20162
183160;INSTITUTO TOMAS MORO - SEDE PRINCIPAL;25430;MADRID;CUNDINAMARCA;A;NO OFICIAL;FIN DE SEMANA;72;48,31;46,88;47,5;48,52;47,12;8,01;9,38;8,02;7,51;8,63;20162
183178;FUNDACI�N HUMANISTA ERASMO DE ROTTERDAM - SEDE PRINCIPAL;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;FIN DE SEMANA;44;49,25;46,7;46,34;49,09;47,65;9,2;10,5;10,56;9,03;9,41;20162
183202;COLEGIO BERNARDO SIERRA;5138;CA�ASGORDAS;ANTIOQUIA;A;OFICIAL;FIN DE SEMANA;13;42,92;37,46;42,23;41,07;41,3;9,18;10,61;7,68;5,21;6,39;20162
183210;INSTITUTO INTEGRADO IRRA;66594;QUINCHIA;RISARALDA;A;OFICIAL;FIN DE SEMANA;20;40,1;36,45;39,05;40,1;39,65;7,2;5,48;6,89;7,39;5,78;20162
183228;EL SALADO;41396;LA PLATA;HUILA;A;OFICIAL;COMPLETA;6;53,83;50,66;49,16;51,83;45;5,6;8,06;9,86;4,44;3,16;20162
183244;INSTITUTO TOMAS MORO - SEDE PRINCIPAL;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;FIN DE SEMANA;24;46,25;45,66;46,16;46,87;45,54;7,34;8,29;7,6;7,5;7,49;20162
183251;CENTRO JOHANN KEPLER - SEDE PRINCIPAL;73449;MELGAR;TOLIMA;A;NO OFICIAL;FIN DE SEMANA;36;47,25;43,63;46,97;46,63;44,02;8,56;9,18;9,06;7,96;7,99;20162
183277;C. EDUC. EL HATO;23678;SAN CARLOS;CORDOBA;A;OFICIAL;MANANA;25;48,88;45,84;44,36;50,56;43,8;6,91;6,79;8,67;5,89;6,13;20162
183285;PATRICIO OLAVE ANGULO;76109;BUENAVENTURA;VALLE;A;OFICIAL;FIN DE SEMANA;13;39,38;32,15;33,53;36,84;38,3;4,42;6,69;4,94;6,68;4,6;20162
183293;I.E. SYSTEM CENTER EDUCACION FORMAL PARA JOVENES Y ADULTOS - SEDE PRINCIPAL;44430;MAICAO;LA GUAJIRA;A;NO OFICIAL;FIN DE SEMANA;39;45,71;41,28;43,35;42,74;46,38;8,15;9,22;10,3;8,13;9,43;20162
183350;GILBERTO ALZATE AVENDA�O - ALBAN;76246;EL CAIRO;VALLE;A;OFICIAL;MANANA;23;49,91;49,26;49,65;51,95;47,21;6,59;7,62;7,46;7,56;6,99;20162
183384;NUEVA ESPERANZA INDIGENA;76109;BUENAVENTURA;VALLE;A;OFICIAL;MANANA;7;43,71;36,42;41,42;45,85;45,71;6,65;6,8;8,69;6,61;3,4;20162
183418;ESCUELA NUEVA JULIO CESAR FLOREZ;20570;PUEBLO BELLO;CESAR;A;OFICIAL;MANANA;21;39,61;33,95;36,95;37,71;38,85;5,01;8,18;4,97;6,52;7,77;20162
183426;EL ROSARIO (sede principal);19137;CALDONO;CAUCA;A;OFICIAL;MANANA;8;44,87;42,25;45,62;49,87;45,25;7,23;8,71;6,96;9,49;4,83;20162
183442;IE DIVINO NI�O CORMAL- SEDE PRINCIPAL;15580;QUIPAMA;BOYACA;A;OFICIAL;FIN DE SEMANA;7;44,42;39,57;45,57;49,57;40,28;6,45;6,62;9,08;7,04;5,21;20162
183467;CENTRO EDUCATIVO CHAMPAGNATH;76109;BUENAVENTURA;VALLE;A;NO OFICIAL;MANANA;35;50,94;46,94;48,02;48,82;50,37;7,12;9,26;10,13;8,91;9,66;20162
183483;INSTITUTO SANTO TOMAS DE AQUINO;8433;MALAMBO;ATLANTICO;A;NO OFICIAL;MANANA;22;53,59;52,09;50,27;54,13;50,04;8,45;10,38;10,47;6,69;8,1;20162
183491;I.E.T. AGROAMBIENTAL SEK BUVX FXIW LA GAITANA - SEDE PRINCIPAL;19743;SILVIA;CAUCA;A;OFICIAL;COMPLETA;4;34,5;32,25;36;37;40,75;5,25;2,5;3,16;3,91;2,87;20162
183509;LIC BILING�E RODOLFO R. LLINAS - SEDE PRINCIPAL;68081;BARRANCABERMEJA;SANTANDER;A;NO OFICIAL;COMPLETA;7;68,28;71,28;65,57;70,28;73;7,01;5,67;8,67;5,31;7,81;20162
183541;IE IND�GENA LA TASCONA TAPARALITO - SEDE PRINCIPAL;27250;EL LITORAL DEL SAN JUAN;CHOCO;A;OFICIAL;FIN DE SEMANA;9;36,77;31,77;35,11;36,22;38,44;4,08;5,19;6,99;5,78;5,29;20162
183574;COLEGIO LA CARIDAD DEL COBRE DE SOLEDAD 2000;8758;SOLEDAD;ATLANTICO;A;NO OFICIAL;MANANA;35;47,88;44,11;45,02;46,4;46,71;6,02;8,93;8,25;7,68;8,64;20162
183616;INSTITUCION PARA J�VENES Y ADULTOS PAULO FREIRE - SEDE PRINCIPAL;52356;IPIALES;NARI�O;A;NO OFICIAL;FIN DE SEMANA;21;50,42;44,33;43,42;45,66;47,8;6,51;9,19;6,96;8,73;8,98;20162
183657;INSTITUCION EDUCATIVA FLORENCIA - SEDE PRINCIPAL;17614;RIOSUCIO;CALDAS;A;OFICIAL;COMPLETA;6;48,66;48,66;48,5;47,16;43;7,22;5,88;12,3;6,14;8,46;20162
183673;COLEGIO INTERAMERICANO DE NECH�  COINNE  - SEDE PRINCIPAL;5495;NECHI;ANTIOQUIA;A;NO OFICIAL;FIN DE SEMANA;50;42,96;38,92;40,68;40,18;41,82;7,12;8,2;7,56;6,28;6,71;20162
183764;EL TABLON (sede principal);19022;ALMAGUER;CAUCA;A;OFICIAL;COMPLETA;5;43,2;41;40,4;46,6;42,4;10,47;11,89;9,55;7,63;5,41;20162
183780;EL MORAL;73168;CHAPARRAL;TOLIMA;A;OFICIAL;COMPLETA;18;44;41,33;39,33;45,38;42,38;7,74;9,2;6,33;7,74;7,93;20162
185538;INSTITUCION EDUCATIVA DEPARTAMENTAL MIXTO ANTONIO RICAURTE;25572;PUERTO SALGAR;CUNDINAMARCA;A;OFICIAL;FIN DE SEMANA;16;48,18;43,56;43,12;48,43;43,56;5,11;9,07;7,39;7,33;7,02;20162
185553;ESCUELA NUEVA GENERACION NASA KIWE;19698;SANTANDER DE QUILICHAO;CAUCA;A;OFICIAL;MANANA;6;49,66;43,33;43,66;49,33;43,16;6,43;4,54;7;5,85;6,17;20162
185579;INSTITUCION EDUCATIVA GALLEGO - SEDE PRINCIPAL;41396;LA PLATA;HUILA;A;OFICIAL;COMPLETA;25;53,08;51,76;51,16;54,56;50,08;9,89;13,2;10,47;10,45;9,57;20162
185595;INSTITUCION EDUCATIVA ALTO NUBIA - SEDE PRINCIPAL;17042;ANSERMA;CALDAS;A;OFICIAL;COMPLETA;5;48,4;39,2;46,2;47,6;45,4;8,41;8,22;8,43;3,2;8,41;20162
185603;INSTITUCION EDUCATIVA DE CORREA;13442;MARIA LA BAJA;BOLIVAR;A;OFICIAL;MANANA;24;41,2;36,25;37,87;40,2;40,87;7,44;6,27;7,31;6,41;5,65;20162
185611;I.E.D SAN JOSE DE KENNEDY;47980;ZONA BANANERA;MAGDALENA;A;OFICIAL;MANANA;26;47,34;44,88;41,73;46,42;43,34;6,69;7,73;8,49;5,96;6,28;20162
185660;PERPETUO SOCORRO;23500;MO�ITOS;CORDOBA;A;OFICIAL;MANANA;18;49,05;45,22;47,05;49,38;46,44;8,27;9,38;10,28;8,99;6,25;20162
185678;C.E. RURAL NARANJAL - SEDE PRINCIPAL;23500;MO�ITOS;CORDOBA;A;OFICIAL;MANANA;11;45,45;44,72;44,9;45,72;41,45;8,11;5,21;9,03;5,64;7,63;20162
185686;CE SANTA BARBARA - SEDE PRINCIPAL;27580;RIO IRO;CHOCO;A;OFICIAL;MANANA;8;43,75;36;43,12;43,5;38,87;8,68;6;9,23;8,41;7,12;20162
185694;I.E. YARUMAL - SEDE PRINCIPAL;73870;VILLAHERMOSA;TOLIMA;A;OFICIAL;MANANA;6;53,5;53,66;51,83;50,5;48,66;8,89;5,04;7,6;9,77;7,03;20162
185702;INSTITUCION EDUCATIVA DE LA BOQUILLA;13001;CARTAGENA;BOLIVAR;A;OFICIAL;MANANA;35;48,54;43,71;47,54;46,37;44,22;7,8;9,11;10,12;7,07;8,04;20162
185710;I.E.T. GABRIELA MISTRAL - SEDE PRINCIPAL;73449;MELGAR;TOLIMA;A;OFICIAL;MANANA;77;53,54;52,67;51,51;54,62;52,75;8,29;9,05;9,26;6,34;8,61;20162
185728;INSTITUCI�N EDUCATIVA LICEO MIXTO SINAI;17001;MANIZALES;CALDAS;A;OFICIAL;MANANA;57;49,12;48,14;47,42;50,87;46,5;7,93;9,75;8,79;6,58;8,39;20162
185744;COLEGIO LA INMACULADA - SEDE PRINCIPAL;44430;MAICAO;LA GUAJIRA;A;OFICIAL;FIN DE SEMANA;28;43,75;40,07;40,6;41,07;41,25;7,2;9,3;8,34;7,84;6,22;20162
185769;INST EDUC EL RODEO;54001;CUCUTA;NORTE SANTANDER;A;OFICIAL;MANANA;43;51,81;53,16;49,62;52,83;48,39;7,34;9,41;8,71;7,17;7,61;20162
185777;INSTITUCION EDUCATIVA EL MANZANO;52786;TAMINANGO;NARI�O;A;OFICIAL;MANANA;12;51,91;48,41;47,66;50,58;50,5;12,78;12,11;9,45;11,36;9,33;20162
185785;LICEO CAMPESTRE JEAN PIAGET - SEDE PRINCIPAL;23182;CHINU;CORDOBA;A;NO OFICIAL;MANANA;20;61,65;66,25;63,65;64;62,85;8,29;11,08;8,16;8,55;13,15;20162
185801;SEDE RAFAEL POMBO;19001;POPAYAN;CAUCA;A;OFICIAL;MANANA;59;53,3;50,44;49,69;52,27;53,28;7,7;8,13;8,71;7,55;8,7;20162
